time(yyyymm) ts_sst
192312 0.106066
192401 -0.221410
192402 0.038888
192403 -0.094456
192404 -0.021039
192405 -0.034567
192406 -0.196784
192407 -0.191578
192408 -0.401311
192409 -0.400627
192410 -0.420472
192411 -0.572371
192412 -0.640682
192501 -0.583502
192502 -0.620667
192503 -0.310399
192504 -0.487286
192505 -0.221193
192506 -0.221784
192507 -0.101641
192508 -0.063823
192509 -0.137110
192510 -0.181961
192511 0.109650
192512 0.119700
192601 0.218234
192602 0.066127
192603 0.171733
192604 0.150534
192605 0.108236
192606 0.185525
192607 0.108073
192608 0.061415
192609 0.008659
192610 -0.072021
192611 -0.088132
192612 -0.095813
192701 -0.192288
192702 -0.027373
192703 -0.202002
192704 -0.217451
192705 -0.214641
192706 -0.211185
192707 -0.181825
192708 -0.159305
192709 -0.118930
192710 -0.039417
192711 0.032924
192712 0.072563
192801 0.100996
192802 0.022485
192803 -0.165444
192804 -0.099660
192805 -0.192087
192806 -0.261251
192807 -0.247936
192808 -0.235718
192809 -0.297940
192810 -0.301089
192811 -0.263273
192812 -0.252868
192901 -0.328668
192902 -0.330843
192903 -0.323353
192904 -0.231587
192905 -0.375007
192906 -0.308818
192907 -0.367617
192908 -0.216800
192909 -0.160868
192910 -0.248989
192911 -0.106389
192912 -0.148008
193001 -0.226079
193002 -0.191948
193003 -0.146389
193004 -0.066982
193005 -0.137425
193006 -0.223578
193007 -0.181510
193008 -0.017848
193009 0.073816
193010 0.155539
193011 0.231687
193012 0.135676
193101 0.270319
193102 0.191674
193103 0.292839
193104 0.169889
193105 0.248301
193106 0.186485
193107 0.148223
193108 -0.027781
193109 0.032725
193110 -0.051216
193111 -0.135166
193112 -0.116334
193201 -0.166877
193202 -0.173882
193203 -0.011827
193204 -0.065316
193205 -0.045083
193206 -0.099166
193207 -0.204105
193208 -0.148430
193209 -0.069253
193210 -0.358890
193211 -0.259393
193212 -0.156793
193301 -0.141353
193302 -0.091629
193303 -0.119443
193304 -0.186577
193305 -0.118417
193306 -0.213750
193307 -0.311382
193308 -0.301196
193309 -0.352015
193310 -0.355130
193311 -0.420032
193312 -0.316068
193401 -0.437864
193402 -0.461937
193403 -0.482210
193404 -0.272788
193405 -0.360189
193406 -0.148910
193407 -0.154421
193408 -0.080513
193409 -0.065090
193410 -0.172102
193411 -0.112191
193412 -0.206638
193501 -0.182017
193502 -0.181928
193503 -0.305522
193504 -0.156329
193505 -0.130828
193506 -0.164714
193507 -0.216419
193508 -0.157354
193509 -0.213075
193510 -0.211898
193511 -0.131805
193512 -0.147000
193601 -0.164402
193602 -0.098672
193603 -0.093468
193604 -0.003206
193605 -0.077273
193606 -0.276727
193607 -0.168512
193608 -0.082286
193609 -0.070039
193610 -0.066524
193611 -0.163086
193612 -0.095706
193701 -0.139267
193702 0.029387
193703 0.068798
193704 0.023512
193705 -0.031807
193706 0.004316
193707 0.050537
193708 0.002935
193709 0.062841
193710 -0.060405
193711 0.042879
193712 0.154418
193801 -0.056749
193802 0.063125
193803 -0.079782
193804 -0.229356
193805 -0.273872
193806 -0.301238
193807 -0.255040
193808 -0.314808
193809 -0.240902
193810 -0.191427
193811 -0.329496
193812 -0.392230
193901 -0.296788
193902 -0.250654
193903 -0.371105
193904 -0.199464
193905 -0.141679
193906 -0.076277
193907 -0.049614
193908 -0.042852
193909 -0.036884
193910 -0.453922
193911 -0.226420
193912 0.006630
194001 0.289208
194002 0.234278
194003 0.155552
194004 0.085606
194005 0.293454
194006 0.163087
194007 0.064815
194008 0.237220
194009 0.127239
194010 0.174446
194011 0.074462
194012 0.202630
194101 0.191557
194102 0.054317
194103 0.195015
194104 0.131632
194105 -0.060609
194106 0.221682
194107 0.155201
194108 0.166835
194109 0.055600
194110 0.355409
194111 0.285778
194112 0.405771
194201 0.354816
194202 0.229296
194203 0.102668
194204 0.009744
194205 0.055494
194206 -0.012286
194207 -0.048985
194208 -0.189708
194209 -0.140182
